364455.147467613 0.452669576     0.004137293     0.205762256     0.012421489     -0.014975711    0.026742420     0.999452989     
364455.247519732 0.555774357     0.008778326     0.204743889     0.012451364     -0.014805382    0.026798534     0.999453652     
364455.347472191 0.669447862     0.014469147     0.203353250     0.012631716     -0.014650783    0.026854675     0.999452160     
364455.447517395 0.793991136     0.020228224     0.201446612     0.012613334     -0.014627436    0.026906310     0.999451346     
364455.547510386 0.928816476     0.025003576     0.198848811     0.012309180     -0.014683014    0.026985709     0.999452182     
364455.647454739 1.072973630     0.030410784     0.196079097     0.011991081     -0.014578891    0.026988692     0.999457493     
364455.747480392 1.227068267     0.036522235     0.193425525     0.011629720     -0.014522495    0.026909484     0.999464720     
364455.847441196 1.390949694     0.042431039     0.191036706     0.011281024     -0.014495176    0.026942557     0.999468222     
364455.947481632 1.564512772     0.048657403     0.188855358     0.010753210     -0.014446495    0.026864277     0.999476852     
364456.047459841 1.747699974     0.055839415     0.186486950     0.010367163     -0.014489942    0.026725695     0.999484017     
364456.147439718 2.424465368     0.060344527     0.285291704     0.009698963     -0.015545630    0.026649504     0.999476897     
364456.247470140 2.655156711     0.066213124     0.290043336     0.009564783     -0.015494987    0.026552849     0.999481549     
364456.347437143 2.893882665     0.072803715     0.294459219     0.009466293     -0.015169630    0.026471250     0.999489642     
364456.447001457 3.149414069     0.111007861     0.315350171     0.010123127     -0.014562479    0.019098541     0.999660293     
364456.547437429 3.407272697     0.122378459     0.321922110     0.009620615     -0.014169986    0.018955822     0.999673613     
364456.647437811 3.673289083     0.134766638     0.329131801     0.008948807     -0.013933050    0.018822000     0.999685711     
364456.747385025 3.947602325     0.147080669     0.336577551     0.008403778     -0.013673109    0.018689331     0.999696520     
364456.847450495 4.225850366     0.155947198     0.334417401     0.007811804     -0.013564203    0.017430856     0.999725539     
364456.947394609 4.516637780     0.168991476     0.340427192     0.007686342     -0.013650031    0.017352247     0.999726711     
364457.047067642 4.800433111     0.170585395     0.341465117     0.007203924     -0.013599983    0.015126714     0.999767136     
364457.147437572 5.106383537     0.181994117     0.349661776     0.006970942     -0.013488405    0.014932510     0.999773219     
364457.247441769 5.419411776     0.187191389     0.359380690     0.004348715     -0.013565154    0.014722975     0.999790133     
364457.347383976 5.628158054     0.136886786     0.359186217     0.003942396     -0.012083906    0.008104859     0.999886368     
364457.447433949 5.943252490     0.153763877     0.368291065     0.006346192     -0.011205284    0.007950882     0.999885469     
364457.547374725 6.266388916     0.166201046     0.371813821     0.007357348     -0.011202400    0.007946068     0.999878610     
364457.647372007 6.599278285     0.174454966     0.377561589     0.007448725     -0.012051519    0.007875393     0.999868619     
364457.747442007 6.937783607     0.181436468     0.382971234     0.007251663     -0.012687964    0.007637052     0.999864043     
364457.847449541 7.278176951     0.188713461     0.391883555     0.006490683     -0.012526156    0.007627395     0.999871386     
364457.947358370 7.624699729     0.195058659     0.401173446     0.005894247     -0.012102550    0.007316599     0.999882620     
364458.047355175 7.976671754     0.198948351     0.412941523     0.004891387     -0.011056479    0.007465992     0.999899039     
364458.147372484 8.346399235     0.213639206     0.424432368     0.005536842     -0.011117007    0.007389794     0.999895568     
364458.247388840 8.715104247     0.226640264     0.426362379     0.006812943     -0.012081983    0.006949206     0.999879652     
364458.347386599 9.052901899     0.200990552     0.354339650     0.007564082     -0.013296422    0.017102700     0.999736709     
364458.447340012 9.434409016     0.212320605     0.370733914     0.009070632     -0.012988521    0.018128414     0.999710149     
364458.547401190 9.815655912     0.221087404     0.378194611     0.009563511     -0.012203540    0.017778109     0.999721737     
