364455.297520638 1.069160376 0.041635367 -0.364212820 0.012534765 -0.014726510 0.026850905 0.999452369
364455.397471666 1.188231715 0.047574278 -0.365873718 0.012678949 -0.014624441 0.026883009 0.999451186
364455.497499943 1.318025222 0.052757155 -0.368096457 0.012440551 -0.014663807 0.026927474 0.999452408
364455.597458839 1.457571676 0.057656482 -0.370879564 0.012153399 -0.014669058 0.027004970 0.999453773
364455.697444201 1.606585576 0.063570472 -0.373605320 0.011833117 -0.014533782 0.026946880 0.999461161
364455.797482014 1.765713052 0.069571963 -0.376150241 0.011416234 -0.014535655 0.026932458 0.999466371
364455.897476912 1.934447046 0.075567065 -0.378364916 0.011050103 -0.014457250 0.026947658 0.999471214
364455.997456312 2.112717939 0.082237198 -0.380624589 0.010567663 -0.014433994 0.026794664 0.999480880
364456.097469568 2.300849958 0.089812981 -0.383155238 0.010166711 -0.014551173 0.026685928 0.999486249
364456.197437286 2.498091366 0.097820129 -0.386050372 0.009923218 -0.014639451 0.026705314 0.999486890
364456.297472715 2.703677963 0.106999754 -0.389267173 0.009904356 -0.014416755 0.026587543 0.999493453
364456.397468090 3.468772222 0.107107668 -0.267754383 0.009483798 -0.014693456 0.023875220 0.999561971
364456.497404337 3.718474490 0.113835292 -0.263544336 0.009319133 -0.014257833 0.023799765 0.999571628
364456.597454548 3.977243414 0.119667033 -0.258967049 0.008637004 -0.013950756 0.023707309 0.999584285
364456.697411060 4.244278277 0.125652603 -0.254365015 0.007979292 -0.013705660 0.023598315 0.999595721
364456.797445536 4.519717362 0.132802931 -0.250145492 0.007517547 -0.013469086 0.023455762 0.999605871
364456.897445917 4.806747927 0.174621726 -0.217464638 0.007578427 -0.013246748 0.019471893 0.999693921
364456.997444630 5.098483063 0.186756585 -0.212149338 0.007297820 -0.013283091 0.019449525 0.999695962
364457.097443104 5.388086568 0.203517107 -0.204921050 0.007594352 -0.013157051 0.019498505 0.999694466
364457.197409153 5.695087990 0.212205105 -0.196078500 0.005015287 -0.013254233 0.019040900 0.999718268
364457.297391176 5.996614663 0.229153621 -0.187641117 0.004513029 -0.012832128 0.019345682 0.999720318
364457.397388220 6.313296375 0.247384843 -0.179145028 0.005427547 -0.011813500 0.019095949 0.999733128
364457.497443676 6.637847991 0.269389188 -0.174603895 0.006962432 -0.011381372 0.018795031 0.999734333
364457.597396612 6.879272751 0.198218177 -0.185302935 0.007680939 -0.010930318 0.011676539 0.999842582
364457.697404861 7.212751864 0.211834094 -0.176909299 0.007670042 -0.011619062 0.012200299 0.999828646
364457.797363520 7.551583799 0.220914595 -0.171518944 0.006958490 -0.011900741 0.012009522 0.999832848
364457.897364140 7.895308964 0.229625487 -0.164674821 0.006423970 -0.011618372 0.011865310 0.999841468
364457.997349977 8.244431384 0.239957804 -0.157631538 0.006204868 -0.011089345 0.011696631 0.999850846
364458.097343683 8.581669099 0.247688979 -0.142100460 0.005222559 -0.009912213 0.011688566 0.999868917
364458.197364569 8.942143984 0.263214638 -0.140269374 0.005610171 -0.010569794 0.010843439 0.999869604
364458.297369003 9.308154015 0.279099220 -0.142058496 0.007200980 -0.011469929 0.010951331 0.999848316
364458.397385359 9.718099371 0.283103535 -0.135601479 0.008793664 -0.011905931 0.009780343 0.999842620
364458.497333050 10.061183260 0.238378154 -0.154672172 0.009386104 -0.010858764 0.005261364 0.999883146
364458.597384930 10.442409655 0.246391886 -0.145807120 0.009869034 -0.009911691 0.005203793 0.999888634
364458.697365046 10.828411018 0.251835027 -0.138273606 0.009318435 -0.008921971 0.005108718 0.999903728
364458.797328711 11.223441917 0.262886303 -0.129387179 0.008927597 -0.008871880 0.004691293 0.999909786
364458.897343636 11.626024423 0.267168404 -0.121253123 0.008541708 -0.009605800 0.004486623 0.999907315
364458.997317791 12.033770627 0.268930142 -0.114728228 0.007236237 -0.011283223 0.003878410 0.999902637
364459.097332954 12.447056751 0.274150322 -0.110855071 0.005948892 -0.012444708 0.003272280 0.999899511
364459.197328568 12.862534231 0.284364703 -0.105724118 0.006705425 -0.012349461 0.002854956 0.999897183
364459.297350168 13.271843002 0.304573054 -0.095409206 0.011532345 -0.011814991 0.002794035 0.999859792
364459.397281885 13.695122493 0.322452496 -0.091541770 0.013930743 -0.011487504 0.002619880 0.999833540
364459.497316360 14.127063184 0.326896305 -0.086716265 0.012986058 -0.012235281 0.002366063 0.999838018
364459.597314835 14.563315102 0.320753089 -0.076994356 0.009067830 -0.012533860 0.002278515 0.999877735
364459.697307587 14.952929848 0.291073375 -0.118128273 0.005113108 -0.010028541 0.000948420 0.999936190
364459.797296762 15.394944357 0.294728396 -0.110393722 0.004589308 -0.010127720 0.000788972 0.999937871
364459.897288322 15.876007144 0.292492020 -0.104830874 0.005747091 -0.011481625 -0.000081413 0.999917565
364459.997278214 16.333976993 0.310099683 -0.107845249 0.008537375 -0.013527834 -0.000642272 0.999871841
364460.097279072 16.788414226 0.317645074 -0.101897620 0.009231349 -0.013521255 -0.000103255 0.999865965
364460.197291851 17.249284345 0.314422244 -0.089664241 0.006848559 -0.012172638 -0.000246427 0.999902427
364460.297287464 17.728202966 0.305519319 -0.074462287 0.004273536 -0.011193763 -0.000712751 0.999927962
364460.397313356 18.202332234 0.305048924 -0.062677870 0.003428647 -0.010980293 -0.000856271 0.999933470
