364455.147467613 0.452669576     0.004137293     0.205762256     0.012421489     -0.014975711    0.026742420     0.999452989     
364455.247519732 0.555774357     0.008778326     0.204743889     0.012451364     -0.014805382    0.026798534     0.999453652     
364455.347472191 0.669447862     0.014469147     0.203353250     0.012631716     -0.014650783    0.026854675     0.999452160     
364455.447517395 0.793991136     0.020228224     0.201446612     0.012613334     -0.014627436    0.026906310     0.999451346     
364455.547510386 0.928816476     0.025003576     0.198848811     0.012309180     -0.014683014    0.026985709     0.999452182     
364455.647454739 1.072973630     0.030410784     0.196079097     0.011991081     -0.014578891    0.026988692     0.999457493     
364455.747480392 1.227068267     0.036522235     0.193425525     0.011629720     -0.014522495    0.026909484     0.999464720     
364455.847441196 1.390949694     0.042431039     0.191036706     0.011281024     -0.014495176    0.026942557     0.999468222     
364455.947481632 1.564512772     0.048657403     0.188855358     0.010753210     -0.014446495    0.026864277     0.999476852     
364456.047459841 1.747699974     0.055839415     0.186486950     0.010367163     -0.014489942    0.026725695     0.999484017     
364456.147439718 1.940480458     0.063642383     0.183763338     0.010039255     -0.014616183    0.026721526     0.999485638     
364456.247470140 2.655156711     0.066213124     0.290043336     0.009564783     -0.015494987    0.026552849     0.999481549     
364456.347437143 2.893882665     0.072803715     0.294459219     0.009466293     -0.015169630    0.026471250     0.999489642     
364456.447001457 3.149414069     0.111007861     0.315350171     0.010123127     -0.014562479    0.019098541     0.999660293     
364456.547437429 3.407272697     0.122378459     0.321922110     0.009620615     -0.014169986    0.018955822     0.999673613     
364456.647437811 3.673289083     0.134766638     0.329131801     0.008948807     -0.013933050    0.018822000     0.999685711     
364456.747385025 3.947602325     0.147080669     0.336577551     0.008403778     -0.013673109    0.018689331     0.999696520     
364456.847450495 4.230647581     0.160184004     0.343173661     0.007908237     -0.013527316    0.018555637     0.999705036     
364456.947394609 4.516637780     0.168991476     0.340427192     0.007686342     -0.013650031    0.017352247     0.999726711     
364457.047067642 4.814206313     0.181709624     0.346035244     0.007344007     -0.013654700    0.017413292     0.999728159     
364457.147437572 5.106383537     0.181994117     0.349661776     0.006970942     -0.013488405    0.014932510     0.999773219     
364457.247441769 5.419411776     0.187191389     0.359380690     0.004348715     -0.013565154    0.014722975     0.999790133     
364457.347383976 5.628153760     0.136888129     0.359186231     0.003942404     -0.012083821    0.008105221     0.999886366     
364457.447433949 5.942617616     0.150668334     0.365884915     0.005811164     -0.011264860    0.007692103     0.999890076     
364457.547374725 6.266375900     0.166204447     0.371806803     0.007357465     -0.011202172    0.007946596     0.999878608     
364457.647372007 6.597815732     0.175148888     0.374214593     0.007585643     -0.011924907    0.007864176     0.999869196     
364457.747442007 6.937755660     0.181438717     0.382966647     0.007251716     -0.012687659    0.007637317     0.999864044     
364457.847449541 7.280848916     0.186768618     0.390833653     0.006587387     -0.012694093    0.007522417     0.999869431     
364457.947358370 7.628870711     0.193088776     0.399116540     0.005989373     -0.012270447    0.007212724     0.999880763     
364458.047355175 7.976662632     0.198946133     0.412941426     0.004891309     -0.011056395    0.007465848     0.999899041     
364458.147372484 8.346383560     0.213636704     0.424431072     0.005536688     -0.011116756    0.007389743     0.999895572     
364458.247388840 8.715086977     0.226637374     0.426360361     0.006812787     -0.012081732    0.006949157     0.999879656     
364458.347386599 9.088376545     0.238537081     0.427945438     0.007756940     -0.012659253    0.007097752     0.999864588     
364458.447340012 9.465525869     0.250947159     0.433709085     0.009278212     -0.012385692    0.006828244     0.999856932     
364458.547401190 9.811144624     0.219911621     0.362416088     0.009583117     -0.012215142    0.016489225     0.999743497     
